assoc_id,old_person_id,new_person_id
632,632,47
633,633,47
634,634,47
635,635,47
636,636,47
637,637,47
638,638,47
639,639,47
640,640,47
641,641,47
642,642,47
643,643,47
644,644,47
645,645,47
646,646,47
647,647,47
648,648,47
649,649,47
650,650,47
651,651,47
652,652,47
653,653,47
654,654,47
655,655,47
656,656,47
657,657,47
658,658,47
659,659,47
660,660,47
661,661,47
662,662,47
663,663,47
664,664,47
665,665,47
666,666,47
667,667,47
668,668,47
669,669,47
670,670,47
671,671,47
672,672,47
673,673,47
674,674,47
675,675,47
676,676,47
677,677,47
678,678,47
679,679,47
680,680,47
681,681,47
682,682,47
683,683,47
684,684,47
685,685,47
686,686,47
687,687,47
688,688,47
689,689,47
690,690,47
691,691,47
692,692,47
693,693,47
694,694,47
695,695,47
696,696,47
697,697,47
698,698,47
699,699,47
700,700,47
701,701,47
702,702,47
703,703,47
704,704,47
705,705,47
706,706,47
707,707,47
708,708,47
709,709,47
710,710,47
711,711,47
712,712,47
713,713,47
714,714,47
715,715,47
716,716,47
717,717,47
718,718,47
719,719,47
720,720,47
721,721,47
722,722,47
723,723,47
724,724,47
725,725,47
726,726,47
727,727,47
728,728,47
729,729,47
730,730,47
731,731,47
732,732,47
733,733,47
734,734,47
735,735,47
736,736,47
737,737,47
738,738,47
739,739,47
740,740,47
741,741,47
742,742,47
743,743,47
744,744,47
745,745,47
746,746,47
747,747,48
748,748,48
749,749,49
750,750,50
751,751,50
752,752,50
753,753,50
754,754,51
755,755,51
756,756,51
757,757,51
758,758,51
759,759,51
760,760,51
761,761,52
762,762,52
763,763,52
764,764,52
765,765,53
766,766,54
767,767,54
768,768,54
769,769,54
770,770,54
771,771,54
772,772,54
773,773,54
774,774,54
775,775,54
776,776,54
777,777,54
778,778,54
779,779,54
780,780,54
781,781,54
782,782,55
783,783,56
784,784,57
785,785,58
786,786,58
787,787,58
788,788,58
789,789,59
790,790,59
791,791,59
792,792,60
793,793,61
794,794,62
795,795,62
796,796,63
797,797,63
798,798,63
799,799,63
800,800,63
801,801,63
802,802,63
803,803,63
804,804,63
805,805,64
806,806,65
807,807,65
808,808,65
809,809,66
810,810,66
811,811,67
812,812,67
813,813,67
814,814,67
815,815,68
816,816,68
817,817,69
818,818,69
819,819,70
820,820,70
821,821,71
822,822,72
823,823,72
824,824,72
825,825,73
826,826,74
827,827,75
828,828,75
829,829,75
830,830,75
831,831,76
832,832,76
833,833,76
834,834,76
835,835,76
836,836,76
837,837,76
838,838,76
839,839,76
840,840,76
841,841,77
842,842,78
843,843,78
844,844,78
845,845,78
846,846,79
847,847,80
848,848,80
849,849,80
850,850,80
851,851,80
852,852,80
853,853,80
854,854,80
855,855,81
856,856,82
857,857,82
858,858,82
859,859,83
860,860,83
861,861,83
862,862,83
863,863,84
864,864,84
865,865,84
866,866,85
867,867,85
868,868,85
869,869,85
870,870,86
871,871,86
872,872,86
873,873,87
874,874,88
875,875,88
876,876,88
877,877,88
878,878,89
879,879,90
880,880,91
881,881,92
882,882,92
883,883,92
884,884,92
885,885,93
886,886,93
887,887,94
888,888,94
889,889,94
890,890,94
891,891,95
892,892,95
893,893,95
894,894,95
895,895,96
896,896,96
897,897,97
898,898,97
899,899,97
900,900,98
901,901,99
902,902,99
903,903,100
904,904,100
905,905,100
906,906,101
907,907,101
908,908,102
909,909,103
910,910,103
911,911,103
912,912,103
913,913,104
914,914,105
915,915,105
916,916,106
917,917,107
918,918,107
919,919,107
920,920,108
921,921,109
922,922,109
923,923,109
924,924,110
925,925,110
926,926,110
927,927,110
928,928,111
929,929,111
930,930,111
931,931,112
932,932,113
933,933,113
934,934,113
935,935,114
936,936,114
937,937,114
938,938,115
939,939,116
940,940,116
941,941,116
942,942,116
943,943,117
944,944,117
945,945,117
946,946,117
947,947,118
948,948,118
949,949,118
950,950,118
951,951,119
952,952,119
953,953,119
954,954,120
955,955,120
956,956,121
957,957,121
958,958,122
959,959,122
960,960,122
961,961,122
962,962,122
963,963,122
964,964,123
965,965,123
966,966,123
967,967,123
968,968,124
969,969,124
970,970,124
971,971,125
972,972,125
973,973,125
974,974,126
975,975,127
976,976,128
977,977,129
978,978,130
979,979,130
980,980,130
981,981,131
982,982,132
983,983,133
984,984,134
985,985,134
986,986,134
987,987,135
988,988,136
989,989,136
990,990,136
991,991,136
992,992,136
993,993,136
994,994,136
995,995,136
996,996,136
997,997,136
998,998,136
999,999,136
1000,1000,136
1001,1001,136
1002,1002,136
1003,1003,136
1004,1004,136
1005,1005,136
1006,1006,137
1007,1007,137
1008,1008,138
1009,1009,139
1010,1010,139
1011,1011,139
1012,1012,140
1013,1013,140
1014,1014,140
1015,1015,141
1016,1016,141
1017,1017,141
1018,1018,141
1019,1019,142
1020,1020,142
1021,1021,142
1022,1022,143
1023,1023,144
1024,1024,145
1025,1025,145
1026,1026,145
1027,1027,145
1028,1028,145
1029,1029,146
1030,1030,146
1031,1031,146
1032,1032,146
1033,1033,147
1034,1034,147
1035,1035,147
1036,1036,147
1037,1037,148
1038,1038,148
1039,1039,148
1040,1040,148
1041,1041,149
1042,1042,149
1043,1043,149
1044,1044,149
1045,1045,150
1046,1046,151
1047,1047,152
1048,1048,153
1049,1049,153
1050,1050,153
1051,1051,154
1052,1052,154
1053,1053,154
1054,1054,154
1055,1055,155
1056,1056,156
1057,1057,156
1058,1058,156
1059,1059,156
1060,1060,157
1061,1061,158
1062,1062,158
1063,1063,159
1064,1064,160
1065,1065,161
1066,1066,161
1067,1067,162
1068,1068,163
1069,1069,164
1070,1070,164
1071,1071,164
1072,1072,165
1073,1073,165
1074,1074,165
1075,1075,165
1076,1076,166
1077,1077,167
1078,1078,168
1079,1079,168
1080,1080,168
1081,1081,168
1082,1082,169
1083,1083,169
1084,1084,169
1085,1085,169
1086,1086,170
1087,1087,171
1088,1088,171
1089,1089,171
1090,1090,171
1091,1091,172
1092,1092,172
1093,1093,172
1094,1094,173
1095,1095,173
1096,1096,173
1097,1097,173
1098,1098,174
1099,1099,174
1100,1100,174
1101,1101,175
1102,1102,176
1103,1103,176
1104,1104,177
1105,1105,178
1106,1106,178
1107,1107,178
1108,1108,178
1109,1109,179
1110,1110,180
1111,1111,181
1112,1112,181
1113,1113,181
1114,1114,181
1115,1115,181
1116,1116,181
1117,1117,181
1118,1118,181
1119,1119,181
1120,1120,182
1121,1121,182
1122,1122,182
1123,1123,182
1124,1124,183
1125,1125,183
1126,1126,184
1127,1127,184
1128,1128,184
1129,1129,184
1130,1130,185
1131,1131,186
1132,1132,186
1133,1133,186
1134,1134,187
1135,1135,188
1136,1136,188
1137,1137,188
1138,1138,189
1139,1139,189
1140,1140,189
1141,1141,189
1142,1142,190
1143,1143,190
1144,1144,190
1145,1145,191
1146,1146,191
1147,1147,191
1148,1148,191
1149,1149,192
1150,1150,192
1151,1151,192
1152,1152,192
1153,1153,193
1154,1154,193
1155,1155,193
1156,1156,193
1157,1157,194
1158,1158,195
1159,1159,196
1160,1160,196
1161,1161,196
1162,1162,196
1163,1163,196
1164,1164,196
1165,1165,197
1166,1166,198
1167,1167,199
1168,1168,200
1169,1169,201
1170,1170,202
1171,1171,202
1172,1172,202
1173,1173,202
1174,1174,203
1175,1175,203
1176,1176,203
1177,1177,203
1178,1178,204
1179,1179,205
1180,1180,205
1181,1181,205
1182,1182,205
1183,1183,206
1184,1184,206
1185,1185,206
1186,1186,206
1187,1187,207
1188,1188,208
1189,1189,208
1190,1190,208
1191,1191,209
1192,1192,210
1193,1193,211
1194,1194,212
1195,1195,212
1196,1196,212
1197,1197,212
1198,1198,213
1199,1199,214
1200,1200,214
1201,1201,214
1202,1202,214
1203,1203,215
1204,1204,216
1205,1205,217
1206,1206,218
1207,1207,219
1208,1208,219
1209,1209,220
1210,1210,220
1211,1211,220
1212,1212,220
1213,1213,221
1214,1214,222
1215,1215,223
1216,1216,224
1217,1217,224
1218,1218,224
1219,1219,225
1220,1220,225
1221,1221,225
1222,1222,225
1223,1223,226
1224,1224,226
1225,1225,226
1226,1226,227
1227,1227,227
1228,1228,227
1229,1229,227
1230,1230,228
1231,1231,228
1232,1232,228
1233,1233,228
1234,1234,228
1235,1235,228
1236,1236,229
1237,1237,229
1238,1238,229
1239,1239,230
1240,1240,230
1241,1241,230
1242,1242,231
1243,1243,232
1244,1244,232
1245,1245,232
1246,1246,232
1247,1247,233
1248,1248,233
1249,1249,233
1250,1250,234
1251,1251,235
1252,1252,235
1253,1253,236
1254,1254,237
1255,1255,238
1256,1256,238
1257,1257,239
1258,1258,239
1259,1259,239
1260,1260,240
1261,1261,240
1262,1262,240
1263,1263,241
1264,1264,242
1265,1265,242
1266,1266,242
1267,1267,242
1268,1268,242
1269,1269,242
1270,1270,242
1271,1271,242
1272,1272,243
1273,1273,244
1274,1274,244
1275,1275,244
1276,1276,244
1277,1277,245
1278,1278,245
1279,1279,245
1280,1280,245
1281,1281,245
1282,1282,245
1283,1283,246
1284,1284,246
1285,1285,246
1286,1286,247
1287,1287,247
1288,1288,247
1289,1289,247
1290,1290,248
1291,1291,248
1292,1292,248
1293,1293,248
1294,1294,249
1295,1295,249
1296,1296,249
1297,1297,249
1298,1298,250
1299,1299,250
1300,1300,250
1301,1301,250
1302,1302,251
1303,1303,252
1304,1304,253
1305,1305,254
1306,1306,254
1307,1307,254
1308,1308,255
1309,1309,256
1310,1310,256
1311,1311,256
1312,1312,256
1313,1313,256
1314,1314,257
1315,1315,258
1316,1316,259
1317,1317,259
1318,1318,259
1319,1319,260
1320,1320,260
1321,1321,260
1322,1322,261
1323,1323,262
1324,1324,262
1325,1325,262
1326,1326,263
1327,1327,263
1328,1328,263
1329,1329,263
1330,1330,264
1331,1331,265
1332,1332,265
1333,1333,265
1334,1334,266
1335,1335,266
1336,1336,266
1337,1337,266
1338,1338,266
1339,1339,266
1340,1340,267
1341,1341,267
1342,1342,267
1343,1343,267
1344,1344,268
1345,1345,268
1346,1346,268
1347,1347,268
1348,1348,269
1349,1349,270
1350,1350,270
1351,1351,270
1352,1352,270
1353,1353,271
1354,1354,272
1355,1355,273
1356,1356,273
1357,1357,273
1358,1358,273
1359,1359,274
1360,1360,275
1361,1361,276
1362,1362,277
1363,1363,278
1364,1364,278
1365,1365,278
1366,1366,279
1367,1367,279
1368,1368,279
1369,1369,280
1370,1370,281
1371,1371,281
1372,1372,281
1373,1373,281
1374,1374,282
1375,1375,282
1376,1376,282
1377,1377,282
1378,1378,283
1379,1379,283
1380,1380,283
1381,1381,283
1382,1382,284
1383,1383,284
1384,1384,284
1385,1385,284
1386,1386,284
1387,1387,284
1388,1388,284
1389,1389,284
1390,1390,284
1391,1391,285
1392,1392,285
1393,1393,286
1394,1394,287
1395,1395,287
1396,1396,287
1397,1397,287
1398,1398,288
1399,1399,288
1400,1400,288
1401,1401,288
1402,1402,289
1403,1403,289
1404,1404,289
1405,1405,290
1406,1406,290
1407,1407,290
1408,1408,291
1409,1409,292
1410,1410,293
1411,1411,293
1412,1412,293
1413,1413,293
1414,1414,293
1415,1415,293
1416,1416,293
1417,1417,293
1418,1418,293
1419,1419,293
1420,1420,294
1421,1421,295
1422,1422,295
1423,1423,295
1424,1424,296
1425,1425,296
1426,1426,297
1427,1427,297
1428,1428,297
1429,1429,297
1430,1430,297
1431,1431,297
1432,1432,297
1433,1433,297
1434,1434,297
1435,1435,298
1436,1436,298
1437,1437,298
1438,1438,299
1439,1439,299
1440,1440,299
1441,1441,300
1442,1442,300
1443,1443,300
1444,1444,300
1445,1445,301
1446,1446,302
1447,1447,303
1448,1448,304
1449,1449,305
1450,1450,305
1451,1451,305
1452,1452,306
1453,1453,306
1454,1454,306
1455,1455,306
1456,1456,307
1457,1457,308
1458,1458,309
1459,1459,309
1460,1460,310
1461,1461,310
1462,1462,310
1463,1463,310
1464,1464,311
1465,1465,311
1466,1466,312
1467,1467,313
1468,1468,313
1469,1469,313
1470,1470,314
1471,1471,315
1472,1472,316
1473,1473,316
1474,1474,316
1475,1475,317
1476,1476,318
1477,1477,318
1478,1478,318
1479,1479,318
1480,1480,319
1481,1481,320
1482,1482,321
1483,1483,321
1484,1484,322
1485,1485,323
1486,1486,324
1487,1487,324
1488,1488,324
1489,1489,325
1490,1490,326
1491,1491,327
1492,1492,327
1493,1493,327
1494,1494,327
1495,1495,328
1496,1496,328
1497,1497,328
1498,1498,329
1499,1499,330
1500,1500,331
1501,1501,331
1502,1502,331
1503,1503,331
1504,1504,331
1505,1505,331
1506,1506,331
1507,1507,331
1508,1508,332
1509,1509,332
1510,1510,332
1511,1511,332
1512,1512,332
1513,1513,332
1514,1514,332
1515,1515,332
1516,1516,332
1517,1517,332
1518,1518,332
1519,1519,332
1520,1520,332
1521,1521,332
1522,1522,332
1523,1523,332
1524,1524,333
1525,1525,334
1526,1526,334
1527,1527,334
1528,1528,334
1529,1529,335
1530,1530,335
1531,1531,335
1532,1532,335
1533,1533,336
1534,1534,336
1535,1535,336
1536,1536,337
1537,1537,338
1538,1538,338
1539,1539,338
1540,1540,339
1541,1541,339
1542,1542,339
1543,1543,339
1544,1544,340
1545,1545,341
1546,1546,342
1547,1547,342
1548,1548,342
1549,1549,342
1550,1550,343
1551,1551,344
1552,1552,344
1553,1553,345
1554,1554,345
1555,1555,345
1556,1556,346
1557,1557,346
1558,1558,346
1559,1559,346
1560,1560,346
1561,1561,346
1562,1562,346
1563,1563,347
1564,1564,348
1565,1565,349
1566,1566,349
1567,1567,349
1568,1568,349
1569,1569,349
1570,1570,349
1571,1571,349
1572,1572,349
1573,1573,350
1574,1574,351
1575,1575,351
1576,1576,352
1577,1577,353
1578,1578,353
1579,1579,353
1580,1580,353
1581,1581,354
1582,1582,355
1583,1583,356
1584,1584,357
1585,1585,358
1586,1586,359
1587,1587,360
1588,1588,360
1589,1589,360
1590,1590,360
1591,1591,361
1592,1592,362
1593,1593,362
1594,1594,362
1595,1595,362
1596,1596,362
1597,1597,362
1598,1598,362
1599,1599,362
1600,1600,362
1601,1601,362
1602,1602,362
1603,1603,362
1604,1604,362
1605,1605,362
1606,1606,362
1607,1607,362
1608,1608,362
1609,1609,362
1610,1610,363
1611,1611,364
1612,1612,364
1613,1613,364
1614,1614,365
1615,1615,366
1616,1616,366
1617,1617,366
1618,1618,367
1619,1619,368
1620,1620,369
1621,1621,369
1622,1622,370
1623,1623,370
1624,1624,371
1625,1625,371
1626,1626,371
1627,1627,371
1628,1628,371
1629,1629,371
1630,1630,372
1631,1631,373
1632,1632,373
1633,1633,374
1634,1634,375
1635,1635,375
1636,1636,375
1637,1637,375
1638,1638,376
1639,1639,376
1640,1640,376
1641,1641,377
1642,1642,377
1643,1643,377
1644,1644,377
1645,1645,377
1646,1646,377
1647,1647,377
1648,1648,377
1649,1649,377
1650,1650,377
1651,1651,377
1652,1652,377
1653,1653,377
1654,1654,377
1655,1655,377
1656,1656,377
1657,1657,377
1658,1658,377
1659,1659,377
1660,1660,377
1661,1661,377
1662,1662,378
1663,1663,378
1664,1664,378
1665,1665,378
1666,1666,378
1667,1667,378
1668,1668,378
1669,1669,378
1670,1670,378
1671,1671,379
1672,1672,379
1673,1673,379
1674,1674,379
1675,1675,379
1676,1676,379
1677,1677,379
1678,1678,379
1679,1679,379
1680,1680,380
1681,1681,380
1682,1682,381
1683,1683,381
1684,1684,381
1685,1685,381
1686,1686,381
1687,1687,381
1688,1688,381
1689,1689,381
1690,1690,381
1691,1691,381
1692,1692,381
1693,1693,381
1694,1694,381
1695,1695,381
1696,1696,381
1697,1697,381
1698,1698,381
1699,1699,381
1700,1700,382
1701,1701,383
1702,1702,383
1703,1703,383
1704,1704,383
1705,1705,383
1706,1706,383
1707,1707,383
1708,1708,384
1709,1709,385
1710,1710,386
1711,1711,386
1712,1712,386
1713,1713,387
1714,1714,388
1715,1715,389
1716,1716,389
1717,1717,389
1718,1718,389
1719,1719,389
1720,1720,389
1721,1721,389
1722,1722,389
1723,1723,389
1724,1724,389
1725,1725,389
1726,1726,390
1727,1727,390
1728,1728,391
1729,1729,391
1730,1730,391
1731,1731,391
1732,1732,392
1733,1733,392
1734,1734,392
1735,1735,393
1736,1736,394
1737,1737,394
1738,1738,394
1739,1739,394
1740,1740,395
1741,1741,395
1742,1742,395
1743,1743,396
1744,1744,396
1745,1745,396
1746,1746,396
1747,1747,397
1748,1748,397
1749,1749,397
1750,1750,398
1751,1751,399
1752,1752,399
1753,1753,399
1754,1754,399
1755,1755,400
1756,1756,400
1757,1757,400
1758,1758,401
1759,1759,401
1760,1760,402
1761,1761,402
1762,1762,402
1763,1763,402
1764,1764,403
1765,1765,404
1766,1766,404
1767,1767,404
1768,1768,405
1769,1769,405
1770,1770,405
1771,1771,405
1772,1772,406
1773,1773,407
1774,1774,408
1775,1775,408
1776,1776,409
1777,1777,409
1778,1778,409
1779,1779,410
1780,1780,411
1781,1781,412
1782,1782,412
1783,1783,412
1784,1784,413
1785,1785,413
1786,1786,413
1787,1787,414
1788,1788,415
1789,1789,415
1790,1790,416
1791,1791,417
1792,1792,417
1793,1793,418
1794,1794,418
1795,1795,418
1796,1796,419
1797,1797,420
1798,1798,420
1799,1799,420
1800,1800,421
1801,1801,421
1802,1802,421
1803,1803,421
1804,1804,422
1805,1805,423
1806,1806,423
1807,1807,423
1808,1808,424
1809,1809,425
1810,1810,426
1811,1811,426
1812,1812,426
1813,1813,426
1814,1814,427
1815,1815,427
1816,1816,428
1817,1817,428
1818,1818,429
1819,1819,429
1820,1820,429
1821,1821,430
1822,1822,430
1823,1823,430
1824,1824,430
1825,1825,431
1826,1826,431
1827,1827,431
1828,1828,431
1829,1829,432
1830,1830,433
1831,1831,433
1832,1832,433
1833,1833,433
1834,1834,434
1835,1835,435
1836,1836,435
1837,1837,435
1838,1838,436
1839,1839,436
1840,1840,436
1841,1841,436
1842,1842,436
1843,1843,436
1844,1844,436
1845,1845,436
1846,1846,436
1847,1847,436
1848,1848,437
1849,1849,437
1850,1850,437
1851,1851,437
1852,1852,437
1853,1853,437
1854,1854,437
1855,1855,437
1856,1856,438
1857,1857,438
1858,1858,438
1859,1859,438
1860,1860,439
1861,1861,440
1862,1862,441
1863,1863,441
1864,1864,442
1865,1865,442
1866,1866,442
1867,1867,443
1868,1868,443
1869,1869,443
1870,1870,443
1871,1871,444
1872,1872,445
1873,1873,445
1874,1874,445
1875,1875,445
1876,1876,446
1877,1877,446
1878,1878,446
1879,1879,447
1880,1880,448
1881,1881,448
1882,1882,448
1883,1883,448
1884,1884,449
1885,1885,450
1886,1886,450
1887,1887,451
1888,1888,451
1889,1889,451
1890,1890,451
1891,1891,452
1892,1892,453
1893,1893,453
1894,1894,453
1895,1895,453
1896,1896,454
1897,1897,455
1898,1898,455
1899,1899,455
1900,1900,456
1901,1901,456
1902,1902,456
1903,1903,456
1904,1904,456
1905,1905,456
1906,1906,456
1907,1907,456
1908,1908,456
1909,1909,457
1910,1910,457
1911,1911,457
1912,1912,457
1913,1913,457
1914,1914,457
1915,1915,457
1916,1916,457
1917,1917,457
1918,1918,457
1919,1919,457
1920,1920,457
1921,1921,457
1922,1922,457
1923,1923,457
1924,1924,457
1925,1925,457
1926,1926,457
1927,1927,457
1928,1928,457
1929,1929,457
1930,1930,457
1931,1931,457
1932,1932,457
1933,1933,457
1934,1934,457
1935,1935,457
1936,1936,457
1937,1937,457
1938,1938,457
1939,1939,457
1940,1940,457
1941,1941,457
1942,1942,457
1943,1943,457
1944,1944,457
1945,1945,457
1946,1946,457
1947,1947,457
1948,1948,457
1949,1949,457
1950,1950,457
1951,1951,457
1952,1952,457
1953,1953,457
1954,1954,457
1955,1955,457
1956,1956,457
1957,1957,457
1958,1958,457
1959,1959,457
1960,1960,457
1961,1961,457
1962,1962,457
1963,1963,457
1964,1964,457
1965,1965,457
1966,1966,457
1967,1967,457
1968,1968,457
1969,1969,457
1970,1970,457
1971,1971,457
1972,1972,457
1973,1973,457
1974,1974,457
1975,1975,457
1976,1976,457
1977,1977,457
1978,1978,457
1979,1979,457
1980,1980,457
1981,1981,457
1982,1982,457
1983,1983,457
1984,1984,457
1985,1985,457
1986,1986,457
1987,1987,457
1988,1988,457
1989,1989,457
1990,1990,457
1991,1991,457
1992,1992,457
1993,1993,457
1994,1994,457
